"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Kyrgyz Republic","KGZ","Land area (sq. km)","AG.LND.TOTL.K2","","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","","",
"Cambodia","KHM","Land area (sq. km)","AG.LND.TOTL.K2","","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","","",
"Kiribati","KIR","Land area (sq. km)","AG.LND.TOTL.K2","","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","","",
"St. Kitts and Nevis","KNA","Land area (sq. km)","AG.LND.TOTL.K2","","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","","",
"Korea, Rep.","KOR","Land area (sq. km)","AG.LND.TOTL.K2","","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96740","96790","96800","96820","96850","96880","96920","96990","97060","97200","97190","97310","97426","97430","97445","97489","97510","97520","","",
"Kuwait","KWT","Land area (sq. km)","AG.LND.TOTL.K2","","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","","",
"Latin America & Caribbean (excluding high income)","LAC","Land area (sq. km)","AG.LND.TOTL.K2","","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050920","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19022310","19022310","19022310","19022310","19021300","19021310","19021320","19021350","19021340","19021350","19021350","19021350","19021350","19021773","19021559","19019130","19018930","19019010","19018950","19018710","19018710","","",
"Lao PDR","LAO","Land area (sq. km)","AG.LND.TOTL.K2","","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","","",
"Lebanon","LBN","Land area (sq. km)","AG.LND.TOTL.K2","","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","","",
"Liberia","LBR","Land area (sq. km)","AG.LND.TOTL.K2","","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","","",
"Libya","LBY","Land area (sq. km)","AG.LND.TOTL.K2","","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","","",
"St. Lucia","LCA","Land area (sq. km)","AG.LND.TOTL.K2","","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","","",
"Latin America & Caribbean","LCN","Land area (sq. km)","AG.LND.TOTL.K2","","20071304.4","20071304.4","20071304.4","20071304.4","20071304.4","20071304.4","20071304.4","20071304.4","20071304.4","20071304.4","20071304.4","20071304.4","20071304.4","20071304.4","20071444.4","20071314.4","20071314.4","20071314.4","20071314.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20071224.4","20042744.4","20042744.4","20042744.4","20042744.4","20041734.4","20041744.4","20041754.4","20041784.4","20041774.4","20041784.4","20041784.4","20041784.4","20041784.4","20042203","20041989","20039560","20039140","20039220","20039160","20038920","20038977","","",
"Least developed countries: UN classification","LDC","Land area (sq. km)","AG.LND.TOTL.K2","","17872344","17872344","17872344","17872344","17872344","17872344","17872344","17872344","17872344","17872344","17872344","17872344","17872344","17871944","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17871544","17770544","17763621","17763621","17763621","17763621","17763621","17763621","17763971","17763971","17763971","17763971","17891432.328","17891425.777","17891532.344","17891555.296","17891330.056","17891318.983","17891971.379","20373564.359","20373425.97","20373361.332","20373329.678","20373379.338","20373314.342","20372998.032","20372993.228","","",
"Low income","LIC","Land area (sq. km)","AG.LND.TOTL.K2","","12611610","12611610","12611610","12611610","12611610","12611610","12611610","12611610","12611610","12611610","12611610","12611610","12611610","12611210","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12610810","12509810","12509810","12509810","12509810","12509810","12509810","12509810","12509810","12509810","12509810","12509620","12638864.328","12638917.777","12638974.344","12638957.296","12638942.056","12638940.983","12639623.379","15121186.359","15121187.97","15121193.332","15119987.678","15120041.338","15119949.342","15119923.032","15119922.228","","",
"Liechtenstein","LIE","Land area (sq. km)","AG.LND.TOTL.K2","","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","","",
"Sri Lanka","LKA","Land area (sq. km)","AG.LND.TOTL.K2","","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","61893","61893","61893","61864","","",
"Lower middle income","LMC","Land area (sq. km)","AG.LND.TOTL.K2","","21940254","21940254","21940254","21940254","21940254","21940254","21940254","21940254","21940254","21940254","21940254","21940254","21940184","21940144","21940124","21939994","21939994","21939994","21939994","21939994","21939994","21939994","21939994","21939994","21939994","21939994","21939994","21939994","21939994","21939994","21940694","21940694","21940774","21933841","21933831","21933831","21933821","21933811","21933801","21919701","21919731","21919181","21918691","21916898","21916888","21916978","21916998","21916778","21916768","21916688","21916718","21916588","21916538","21916508","21934578.4","21934602.4","21934331.4","21934361.3","","",
"Low & middle income","LMY","Land area (sq. km)","AG.LND.TOTL.K2","","92189418","92189418","92189418","92189418","92189418","92189418","92189418","92189418","92189418","92189418","92189418","92189418","92189348","92188908","92188618","92188488","92188478","92188478","92188478","92188478","92188478","92188468","92188468","92188468","92188468","92188468","92188468","92188468","92188468","92188468","92189348","92189348","92084658","92072875","92069965","92069535","92070215","92044250","92051063","92029683","92028812.2","92025926.2","92025299.7","92153001.828","92153122.577","92149646.344","92149431.296","92148324.056","92145658.483","92146375.079","94628403.259","94628060.87","94625394.632","94624027.978","94642237.138","94708074.242","94707531.232","94696657.428","","",
"Lesotho","LSO","Land area (sq. km)","AG.LND.TOTL.K2","","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","","",
"Late-demographic dividend","LTE","Land area (sq. km)","AG.LND.TOTL.K2","","44583965","44583965","44583965","44583965","44583965","44583965","44583965","44583965","44583965","44583965","44583965","44583965","44583925","44583925","44584055","44584055","44584045","44584045","44584045","44584045","44584045","44584035","44584035","44584035","44584035","44584035","44584035","44584035","44583045","44583045","44583155","44583155","44579465","44574655","44571725","44571325","44572015","44574590","44581413","44559793","44558922.2","44559056.2","44558679.7","44559090.5","44559227.8","44555545","44555247","44554365","44554464.5","44554509.7","44554538.9","44554368.9","44555480.3","44555336.3","44558206.8","44558200.9","44558193.2","44558553.2","","",
"Lithuania","LTU","Land area (sq. km)","AG.LND.TOTL.K2","","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62675","62675","62675","62674","62674","62675","62650","62650","62642","62641","62630","","",
"Luxembourg","LUX","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","","",
"Latvia","LVA","Land area (sq. km)","AG.LND.TOTL.K2","","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62180","62240","62200","62180","62190","62140","62130","62120","62110","62090","","",
"Macao SAR, China","MAC","Land area (sq. km)","AG.LND.TOTL.K2","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","26","27","27","28","28","28.6","29.2","29.2","29.5","29.7","29.9","29.9","30.3","30.3","30.4","30.5","30.8","32.9","","",
"St. Martin (French part)","MAF","Land area (sq. km)","AG.LND.TOTL.K2","","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","50","50","50","50","50","50","50","50","","",
"Morocco","MAR","Land area (sq. km)","AG.LND.TOTL.K2","","446340","446340","446340","446340","446340","446340","446340","446340","446340","446340","446340","446340","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","","",
"Monaco","MCO","Land area (sq. km)","AG.LND.TOTL.K2","","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","2.027","","",
"Moldova","MDA","Land area (sq. km)","AG.LND.TOTL.K2","","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32950","32940","32930","32930","32920","32910","32900","32880","32880","32880","32870","32880","32890","32890","32890","32890","32890","32850","32850","32860","32880","32880","32880","32880","32890","32885.3","","",
"Madagascar","MDG","Land area (sq. km)","AG.LND.TOTL.K2","","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581795","581795","581800","581800","581800","581800","581800","581800","","",
"Maldives","MDV","Land area (sq. km)","AG.LND.TOTL.K2","","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","","",
"Middle East & North Africa","MEA","Land area (sq. km)","AG.LND.TOTL.K2","","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226250","11226250","11226250","11226250","11226250","11226250","11226250","11226250","11226250","11226250","11226250","11226070","11226060","11226070","11226130","11226150","11226160","11223650","11223642","11223647","11223650","11223458","11223339","11223347","11223348","11223349","11223349","","",
"Mexico","MEX","Land area (sq. km)","AG.LND.TOTL.K2","","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","","",
"Marshall Islands","MHL","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","","",
"Middle income","MIC","Land area (sq. km)","AG.LND.TOTL.K2","","79577808","79577808","79577808","79577808","79577808","79577808","79577808","79577808","79577808","79577808","79577808","79577808","79577738","79577698","79577808","79577678","79577668","79577668","79577668","79577668","79577668","79577658","79577658","79577658","79577658","79577658","79577658","79577658","79577658","79577658","79578538","79578538","79574848","79563065","79560155","79559725","79560405","79534440","79541253","79519873","79519002.2","79516116.2","79515679.7","79514137.5","79514204.8","79510672","79510474","79509382","79506717.5","79506751.7","79507216.9","79506872.9","79504201.3","79504040.3","79522195.8","79588124.9","79587608.2","79576735.2","","",
"North Macedonia","MKD","Land area (sq. km)","AG.LND.TOTL.K2","","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25230","25230","25220","25220","25220","25220","25220","25220","25220","25220","25220","25220","","",
"Mali","MLI","Land area (sq. km)","AG.LND.TOTL.K2","","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","","",
"Malta","MLT","Land area (sq. km)","AG.LND.TOTL.K2","","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","","",
"Myanmar","MMR","Land area (sq. km)","AG.LND.TOTL.K2","","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653540","653420","653360","653470","653520","653310","653300","653260","653290","653150","653080","653080","653080","653080","652790","652790","","",
"Middle East & North Africa (excluding high income)","MNA","Land area (sq. km)","AG.LND.TOTL.K2","","8643980","8643980","8643980","8643980","8643980","8643980","8643980","8643980","8643980","8643980","8643980","8643980","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643940","8643750","8643730","8643730","8643790","8643800","8643800","8641290","8641280","8641280","8641280","8641088","8641088","8641089","8641089","8641089","8641089","","",
"Montenegro","MNE","Land area (sq. km)","AG.LND.TOTL.K2","","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","13450","","",
"Mongolia","MNG","Land area (sq. km)","AG.LND.TOTL.K2","","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1553560","1557255.4","1557255.4","1557255.4","1557255","","",
"Northern Mariana Islands","MNP","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","","",
"Mozambique","MOZ","Land area (sq. km)","AG.LND.TOTL.K2","","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","786380","","",
"Mauritania","MRT","Land area (sq. km)","AG.LND.TOTL.K2","","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","","",
"Mauritius","MUS","Land area (sq. km)","AG.LND.TOTL.K2","","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","2030","","",
"Malawi","MWI","Land area (sq. km)","AG.LND.TOTL.K2","","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","94280","","",
"Malaysia","MYS","Land area (sq. km)","AG.LND.TOTL.K2","","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","328550","","",
"North America","NAC","Land area (sq. km)","AG.LND.TOTL.K2","","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18124604","18127564","18127564","18127564","18127564","18127564","18127564","18127564","18127564","18113064","18113064","18113064","18113064","18113064","18113064","18113064","18113064","18113064","18113064","18113064","","",
"Namibia","NAM","Land area (sq. km)","AG.LND.TOTL.K2","","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","823290","","",
"New Caledonia","NCL","Land area (sq. km)","AG.LND.TOTL.K2","","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","18280","","",
"Niger","NER","Land area (sq. km)","AG.LND.TOTL.K2","","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","1266700","","",
"Nigeria","NGA","Land area (sq. km)","AG.LND.TOTL.K2","","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","910770","","",
"Nicaragua","NIC","Land area (sq. km)","AG.LND.TOTL.K2","","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","120340","","",
"Netherlands","NLD","Land area (sq. km)","AG.LND.TOTL.K2","","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33730","33730","33720","33720","33690","33690","33670","33670","33670","33670","","",
"Norway","NOR","Land area (sq. km)","AG.LND.TOTL.K2","","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365244","365122.96","365108","365190.7","365145.73","365122.96","365107.85","","",
"Nepal","NPL","Land area (sq. km)","AG.LND.TOTL.K2","","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143000","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","143350","","",
"Nauru","NRU","Land area (sq. km)","AG.LND.TOTL.K2","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","","",
"New Zealand","NZL","Land area (sq. km)","AG.LND.TOTL.K2","","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","263310","","",
"OECD members","OED","Land area (sq. km)","AG.LND.TOTL.K2","","35463966","35463946","35463956","35463956","35463946","35463936","35463926","35463916","35463916","35463906","35463896","35463796","35463796","35463766","35463546","35463466","35463346","35463346","35463316","35463136","35463216","35463006","35462966","35461477","35461377","35461477","35461387","35461377","35461377","35461377","35461377","35461417","35461397","35461387","35461377","35461266","35461165","35461134","35461093","35463293","35463042","35463571","35463990","35463709","35463587","35462966","35463063","35448074.2","35448947.8","35450442.2","35450168","35445120.7","35446483.16","35447081.6","35446571.93","35456683.36","35456660.04","35460828.359","","",
